DEPTH,GR,PE,SP,CAL,AC,DEN,CNL,RXO,RT,QT,DEVI,AZIM,BIT,CASE,SH,CARB,POR,PERM,SXO,SW,SOG,LAYER,RESULT,WELL_NAME,cluster_label
2079.1,100.882,2.768,70.567,21.955,275.622,2.52,24.087,26.452,45.043,0.026,0.808,44.987,21.59,,53.208,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2079.2,100.026,2.714,70.761,21.859,261.107,2.543,23.57,31.067,49.331,0.026,0.768,39.289,21.59,,51.254,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2079.3,100.967,2.661,70.671,21.89,248.89,2.553,23.373,36.21,51.767,0.026,0.651,59.275,21.59,,51.31,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2079.4,102.434,2.618,70.48,22.078,239.57,2.553,23.757,39.467,51.069,0.026,0.517,78.512,21.59,,52.782,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2079.5,102.95,2.581,70.262,22.328,232.879,2.55,24.011,39.587,47.114,0.026,0.399,92.057,21.59,,54.978,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2079.6,101.296,2.534,70.058,22.499,228.119,2.541,23.823,36.353,40.706,0.026,0.314,96.882,21.59,,54.157,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2079.7,96.505,2.522,69.874,22.403,224.219,2.526,23.017,30.551,33.564,0.026,0.263,91.753,21.59,,49.336,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2079.8,89.852,2.533,69.695,22.067,219.956,2.501,21.555,25.549,28.653,0.026,0.253,81.663,21.59,,42.43,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,1.0
2079.9,86.173,2.55,69.516,22.016,216.206,2.461,20.318,22.026,25.797,0.026,0.262,76.584,21.59,,35.982,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,1.0
2080.0,87.028,2.549,69.356,22.372,214.245,2.386,20.872,19.703,24.601,0.026,0.282,75.759,21.59,,33.163,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,1.0
2080.1,92.939,2.507,69.244,23.261,215.618,2.29,24.238,18.018,24.271,0.026,0.304,77.165,21.59,,37.847,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2080.2,103.433,2.345,69.226,24.817,222.161,2.182,30.844,16.151,23.631,0.026,0.318,77.555,21.59,,48.74,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2080.3,112.179,2.124,69.374,27.162,234.932,2.071,40.535,13.579,21.243,0.026,0.314,82.469,21.59,,61.722,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,3.0
2080.4,115.716,1.896,69.64,29.667,250.307,1.968,49.945,11.218,18.347,0.026,0.3,85.756,21.59,,72.207,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,3.0
2080.5,116.232,1.721,69.983,31.908,265.873,1.897,55.216,9.434,15.831,0.026,0.282,86.864,21.59,,75.155,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,3.0
2080.6,115.341,1.663,70.356,33.267,278.901,1.853,55.666,8.418,14.229,0.026,0.268,86.197,21.59,,73.893,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,3.0
2080.7,114.059,1.859,70.694,32.917,286.274,1.835,51.643,8.193,13.742,0.026,0.261,85.085,21.59,,72.013,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,3.0
2080.8,115.522,2.16,70.92,30.893,285.103,1.841,44.509,9.039,14.784,0.027,0.267,84.987,21.59,,72.163,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,3.0
2080.9,115.503,2.493,71.049,28.122,278.894,1.871,37.705,10.371,16.374,0.027,0.274,87.406,21.59,,73.74,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,3.0
2081.0,114.545,2.789,71.085,25.544,269.577,1.937,32.857,11.865,17.986,0.027,0.269,90.93,21.59,,72.898,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,3.0
2081.1,113.738,2.985,71.036,23.729,259.132,2.017,29.65,13.273,19.281,0.026,0.253,93.618,21.59,,70.632,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,3.0
2081.2,114.715,2.995,70.913,22.899,249.607,2.106,27.645,14.418,20.104,0.026,0.235,93.001,21.59,,71.244,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,3.0
2081.3,116.898,2.938,70.762,22.715,242.836,2.195,26.281,16.171,21.818,0.025,0.223,89.946,21.59,,73.839,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2081.4,119.164,2.852,70.628,22.641,237.98,2.276,25.375,18.957,24.933,0.025,0.215,88.76,21.59,,77.545,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2081.5,120.965,2.763,70.523,22.616,234.697,2.329,24.878,22.234,28.747,0.024,0.21,88.657,21.59,,81.509,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2081.6,122.742,2.685,70.445,22.63,232.666,2.362,24.869,24.991,31.983,0.024,0.21,89.136,21.59,,83.861,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2081.7,125.909,2.633,70.383,22.713,231.611,2.381,25.352,25.736,32.778,0.024,0.219,89.994,21.59,,88.894,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2081.8,129.694,2.598,70.28,22.727,231.069,2.389,26.252,23.999,30.503,0.023,0.244,92.95,21.59,,95.075,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2081.9,127.473,2.584,70.117,22.503,230.505,2.394,27.0,22.202,28.096,0.023,0.28,99.432,21.59,,98.082,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2082.0,120.881,2.593,69.887,22.08,229.702,2.407,27.113,20.798,26.106,0.022,0.324,109.492,21.59,,90.814,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2082.1,112.862,2.628,69.577,21.573,228.571,2.426,26.531,19.974,24.751,0.023,0.371,121.448,21.59,,75.076,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2082.2,107.655,2.68,69.174,21.168,227.15,2.45,25.327,19.661,23.934,0.024,0.415,131.872,21.59,,65.161,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2082.3,105.073,2.719,68.661,21.055,226.246,2.476,23.7,19.663,23.39,0.026,0.433,127.088,21.59,,59.339,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2082.4,102.568,2.73,68.072,21.026,226.254,2.5,21.866,19.725,22.92,0.027,0.436,116.533,21.59,,55.751,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2082.5,95.928,2.709,67.418,21.011,227.051,2.517,19.976,19.975,22.722,0.028,0.417,107.545,21.59,,52.403,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,1.0
2082.6,85.34,2.653,66.716,20.974,228.111,2.529,18.021,20.648,23.133,0.029,0.376,101.948,21.59,,39.526,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,1.0
2082.7,75.38,2.572,65.992,20.914,228.514,2.538,16.031,22.097,24.619,0.03,0.32,96.126,21.59,,29.015,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,1.0
2082.8,67.391,2.498,65.337,20.9,226.25,2.545,14.073,24.863,28.065,0.031,0.29,90.315,21.59,,20.873,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,1.0
2082.9,62.881,2.44,64.812,20.92,221.705,2.551,12.436,28.248,32.935,0.032,0.269,89.217,21.59,,15.339,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,1.0
2083.0,61.988,2.403,64.458,20.968,215.623,2.549,11.174,30.813,37.933,0.033,0.265,91.073,21.59,,12.881,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,1.0
2083.1,64.511,2.387,64.306,21.051,209.296,2.533,10.451,31.443,41.609,0.036,0.278,93.753,21.59,,14.002,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,1.0
2083.2,69.941,2.389,64.384,21.181,204.583,2.499,10.488,29.331,42.345,0.038,0.303,94.775,21.59,,17.432,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,1.0
2083.3,77.263,2.382,64.681,21.404,205.189,2.443,11.564,25.601,40.12,0.041,0.318,90.972,21.59,,22.735,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,1.0
2083.4,87.755,2.342,65.102,21.772,210.847,2.365,15.01,22.355,37.551,0.044,0.326,89.833,21.59,,30.566,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,1.0
2083.5,100.454,2.248,65.622,22.354,221.218,2.268,19.999,19.402,34.447,0.047,0.336,88.559,21.59,,42.675,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2083.6,112.266,2.078,66.221,23.238,235.534,2.178,26.033,16.523,30.533,0.05,0.352,85.49,21.59,,61.286,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2083.7,117.932,1.786,66.882,24.534,252.588,2.103,32.246,13.5,25.466,0.052,0.369,80.11,21.59,,72.804,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,3.0
2083.8,118.229,1.474,67.558,26.32,268.281,2.05,37.414,11.23,21.044,0.055,0.388,74.545,21.59,,77.637,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,3.0
2083.9,114.965,1.21,68.193,27.874,279.687,2.024,37.634,9.994,18.387,0.058,0.408,69.575,21.59,,76.19,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,3.0
2084.0,110.733,1.058,68.741,28.559,285.234,2.039,34.946,9.778,17.456,0.061,0.421,67.592,21.59,,68.881,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,3.0
2084.1,107.684,1.077,69.157,27.764,283.806,2.075,30.828,10.483,18.004,0.056,0.426,69.263,21.59,,62.789,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,3.0
2084.2,107.546,1.382,69.39,24.886,274.679,2.126,26.568,11.94,19.594,0.052,0.432,73.567,21.59,,61.115,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,3.0
2084.3,104.673,1.782,69.42,23.241,260.294,2.19,23.26,13.506,21.12,0.047,0.445,84.26,21.59,,58.983,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,3.0
2084.4,99.338,2.198,69.358,22.194,245.369,2.261,20.705,15.175,22.799,0.043,0.481,91.994,21.59,,53.942,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2084.5,94.397,2.564,69.259,21.562,231.856,2.329,18.204,17.546,25.555,0.038,0.537,98.013,21.59,,45.969,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2084.6,91.354,2.823,69.18,21.207,221.307,2.385,16.104,20.993,29.929,0.034,0.602,104.873,21.59,,41.563,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,1.0
2084.7,90.387,2.884,69.178,21.046,214.954,2.426,14.818,25.658,36.078,0.029,0.659,116.389,21.59,,39.646,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,1.0
2084.8,93.52,2.857,69.306,21.069,212.697,2.448,14.828,30.623,42.657,0.025,0.681,131.392,21.59,,40.903,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,1.0
2084.9,99.861,2.779,69.525,21.155,212.58,2.449,16.944,33.14,45.637,0.021,0.651,141.889,21.59,,45.964,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,1.0
2085.0,109.018,2.682,69.816,21.292,214.18,2.418,19.624,33.034,44.801,0.016,0.558,145.051,21.59,,55.391,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2085.1,118.474,2.597,70.159,21.449,217.148,2.377,22.292,30.871,41.02,0.017,0.42,137.657,21.59,,71.986,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2085.2,123.58,2.574,70.532,21.57,221.222,2.336,24.523,27.936,36.221,0.017,0.287,116.032,21.59,,82.921,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2085.3,124.38,2.598,70.885,21.643,225.388,2.304,26.043,25.977,32.978,0.017,0.225,102.097,21.59,,88.196,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2085.4,123.654,2.659,71.193,21.696,228.657,2.289,26.405,24.482,30.568,0.018,0.195,93.144,21.59,,88.745,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2085.5,122.492,2.743,71.442,21.732,230.629,2.301,26.119,23.133,28.613,0.018,0.186,86.673,21.59,,86.443,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2085.6,119.986,2.834,71.616,21.778,231.242,2.316,25.492,21.6,26.72,0.019,0.188,81.219,21.59,,84.448,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2085.7,113.247,2.89,71.704,21.881,230.749,2.324,24.965,19.558,24.495,0.019,0.189,76.406,21.59,,75.385,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2085.8,112.813,2.888,71.718,22.474,231.479,2.313,25.101,17.091,21.921,0.02,0.18,72.976,21.59,,69.331,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2085.9,114.066,2.805,71.705,23.449,235.04,2.276,27.414,14.898,19.699,0.02,0.169,70.45,21.59,,69.543,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2086.0,117.204,2.633,71.672,24.575,241.905,2.198,30.869,13.238,18.133,0.02,0.164,68.983,21.59,,72.446,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,3.0
2086.1,120.001,2.375,71.598,25.589,251.815,2.111,34.952,12.121,17.217,0.021,0.17,69.239,21.59,,80.038,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,3.0
2086.2,117.815,2.142,71.438,26.187,263.779,2.031,38.952,11.318,16.642,0.021,0.188,72.405,21.59,,79.084,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,3.0
2086.3,114.478,2.056,70.857,26.922,273.145,1.973,41.968,10.742,16.183,0.021,0.204,74.948,21.59,,74.431,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,3.0
2086.4,109.662,2.146,69.811,27.358,277.413,1.954,40.99,10.744,16.39,0.022,0.209,75.32,21.59,,68.292,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,3.0
2086.5,103.059,2.407,68.617,26.908,275.616,2.011,37.625,11.645,17.78,0.022,0.204,74.434,21.59,,60.245,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,3.0
2086.6,95.636,2.796,67.516,25.361,267.461,2.108,33.081,13.721,20.745,0.022,0.196,73.726,21.59,,49.677,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,3.0
2086.7,89.645,3.172,66.678,22.874,253.279,2.229,28.468,17.199,25.554,0.022,0.194,75.143,21.59,,41.782,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2086.8,83.78,3.43,66.033,21.741,236.707,2.359,24.795,22.181,31.818,0.023,0.208,77.349,21.59,,35.219,0.0,0.1,0.01,99.9,99.9,0.01,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
2086.9,78.397,3.564,65.387,21.224,221.28,2.48,22.442,27.536,38.096,0.023,0.218,76.593,21.59,,29.407,0.0,1.543,0.044,99.163,96.413,3.515,chang4+5,未解释,0473ffd021f94d17a9091d6a3b5ac567,1.0
2087.0,72.643,3.585,64.657,21.042,208.244,2.559,20.282,34.177,45.683,0.023,0.219,74.792,21.59,,24.519,0.0,7.314,0.178,96.219,82.471,17.529,chang4+5,干层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2087.1,67.146,3.527,63.743,20.998,198.522,2.608,18.376,43.643,56.519,0.023,0.213,73.04,21.59,,19.235,0.0,5.581,0.066,99.164,96.415,3.585,chang4+5,干层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2087.2,64.035,3.423,62.534,20.98,192.797,2.634,16.86,58.072,73.159,0.024,0.21,71.616,21.59,,16.127,0.0,4.764,0.028,99.9,99.9,0.1,chang4+5,干层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2087.3,63.66,3.31,61.015,20.97,190.717,2.642,15.944,72.178,88.814,0.024,0.216,71.072,21.59,,14.796,0.0,4.557,0.022,98.828,94.68,5.32,chang4+5,干层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2087.4,63.738,3.204,59.458,20.972,190.364,2.64,15.994,74.088,90.152,0.024,0.216,70.61,21.59,,14.63,0.0,4.683,0.025,97.098,86.313,13.688,chang4+5,干层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2087.5,63.43,3.117,57.998,20.986,191.118,2.635,16.385,66.859,81.153,0.024,0.212,70.531,21.59,,14.799,0.0,4.894,0.03,96.609,84.158,15.842,chang4+5,干层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2087.6,62.452,3.063,56.711,21.007,192.405,2.633,16.911,55.747,68.049,0.024,0.204,70.649,21.59,,14.179,0.0,4.933,0.031,98.251,91.62,8.38,chang4+5,干层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2087.7,61.069,3.053,55.624,21.02,193.708,2.634,17.384,48.165,59.264,0.024,0.198,70.296,21.59,,13.277,0.0,4.825,0.029,99.405,97.334,2.666,chang4+5,干层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2087.8,58.787,3.047,54.984,21.004,194.473,2.639,17.633,45.982,56.871,0.024,0.202,69.831,21.59,,11.986,0.0,4.63,0.024,99.9,99.9,0.1,chang4+5,干层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2087.9,56.484,3.038,54.608,20.976,194.807,2.644,17.134,47.262,58.465,0.024,0.205,70.483,21.59,,9.73,0.0,4.427,0.02,99.9,99.9,0.1,chang4+5,干层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2088.0,55.528,3.025,54.427,20.952,194.859,2.646,16.641,51.338,63.196,0.024,0.208,72.44,21.59,,5.465,0.0,4.316,0.017,99.9,99.9,0.1,chang4+5,干层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2088.1,56.668,3.009,54.387,20.941,194.85,2.646,16.157,57.361,70.006,0.025,0.21,75.544,21.59,,5.615,0.0,4.38,0.019,99.9,99.9,0.1,chang4+5,干层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2088.2,60.057,3.0,54.451,20.944,195.065,2.643,15.605,64.31,77.638,0.026,0.212,79.287,21.59,,6.655,0.0,4.528,0.022,99.377,97.103,2.897,chang4+5,干层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2088.3,64.605,2.995,54.6,20.957,195.959,2.639,14.83,65.725,78.551,0.026,0.213,80.755,21.59,,8.265,0.0,4.709,0.026,98.58,93.13,6.87,chang4+5,干层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2088.4,67.978,2.981,54.75,20.963,197.417,2.635,14.611,61.641,73.208,0.027,0.213,80.233,21.59,,10.001,0.0,4.882,0.03,98.028,90.525,9.475,chang4+5,干层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2088.5,70.899,2.95,54.856,20.966,199.309,2.632,15.057,54.765,64.797,0.027,0.208,79.171,21.59,,11.293,0.0,5.009,0.034,98.507,92.754,7.246,chang4+5,干层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2088.6,73.673,2.895,54.904,20.967,201.432,2.63,16.009,47.637,56.244,0.028,0.198,78.952,21.59,,12.582,0.0,5.071,0.035,99.621,98.471,1.529,chang4+5,干层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2088.7,76.176,2.834,54.904,20.964,203.509,2.629,17.228,42.639,50.229,0.029,0.187,80.89,21.59,,13.777,0.0,5.086,0.036,99.9,99.9,0.1,chang4+5,干层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2088.8,78.599,2.799,54.904,20.961,205.008,2.63,18.386,39.898,46.753,0.029,0.179,81.224,21.59,,14.94,0.0,5.061,0.035,99.9,99.9,0.1,chang4+5,干层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2088.9,81.106,2.798,54.904,20.95,205.911,2.631,18.964,37.821,43.941,0.03,0.173,79.638,21.59,,16.125,0.0,5.01,0.034,99.9,99.9,0.1,chang4+5,干层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2089.0,83.262,2.832,54.904,20.942,206.248,2.632,19.235,35.949,41.278,0.031,0.169,78.277,21.59,,17.376,0.0,4.959,0.032,99.9,99.9,0.1,chang4+5,干层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2089.1,84.777,2.891,54.904,20.943,206.113,2.631,19.248,34.073,38.563,0.034,0.167,78.429,21.59,,18.281,0.0,5.019,0.034,99.9,99.9,0.1,chang4+5,干层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2089.2,85.495,2.948,54.904,20.956,205.65,2.628,19.028,32.25,35.919,0.037,0.168,80.53,21.59,,18.785,0.0,5.238,0.041,99.9,99.9,0.1,chang4+5,干层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2089.3,82.823,2.984,54.872,20.972,205.281,2.62,18.581,30.615,33.556,0.041,0.168,80.727,21.59,,18.289,0.0,5.639,0.058,99.9,99.9,0.1,chang4+5,干层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2089.4,77.68,2.996,54.72,20.979,205.259,2.608,18.034,28.906,31.201,0.044,0.17,80.583,21.59,,16.548,0.0,6.219,0.089,99.9,99.9,0.1,chang4+5,干层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2089.5,71.367,2.987,54.342,20.983,205.678,2.591,17.629,27.132,28.868,0.048,0.178,82.034,21.59,,13.67,0.0,6.944,0.141,99.9,99.9,0.1,chang4+5,水层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2089.6,65.727,2.963,53.702,20.988,206.554,2.576,17.367,25.39,26.662,0.051,0.19,85.67,21.59,,16.094,0.0,7.615,0.215,99.252,96.406,3.594,chang4+5,水层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2089.7,63.172,2.927,52.839,20.999,207.831,2.563,17.223,23.876,24.787,0.054,0.198,90.747,21.59,,15.259,0.0,8.099,0.28,98.849,94.379,5.621,chang4+5,水层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2089.8,64.827,2.886,51.965,21.006,209.05,2.555,17.142,23.023,23.707,0.058,0.194,83.037,21.59,,14.915,0.0,8.353,0.319,98.808,94.182,5.818,chang4+5,水层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2089.9,65.535,2.843,51.138,21.01,209.9,2.553,17.123,22.502,23.021,0.061,0.179,75.21,21.59,,15.915,0.0,8.372,0.322,99.157,95.869,4.131,chang4+5,水层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2090.0,65.14,2.8,50.368,21.01,210.312,2.558,17.183,22.166,22.569,0.065,0.162,69.163,21.59,,16.212,0.0,8.188,0.292,99.836,99.185,0.815,chang4+5,水层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2090.1,63.817,2.759,49.742,21.009,210.319,2.562,17.297,21.876,22.197,0.069,0.151,66.372,21.59,,15.322,0.0,7.997,0.263,99.887,99.757,0.243,chang4+5,水层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2090.2,62.059,2.722,49.429,21.021,210.05,2.564,17.417,21.502,21.756,0.072,0.148,67.938,21.59,,14.133,0.0,7.925,0.253,99.9,99.9,0.1,chang4+5,水层,0473ffd021f94d17a9091d6a3b5ac567,1.0
2090.3,62.066,2.686,49.148,21.02,209.998,2.564,17.478,21.055,21.218,0.076,0.154,74.213,21.59,,13.491,0.0,8.0,0.264,99.9,99.9,0.1,chang4+5,水层,0473ffd021f94d17a9091d6a3b5ac567,1.0
