DEPTH,GR,PE,SP,CAL,AC,DEN,CNL,RXO,RT,QT,DEVI,AZIM,BIT,CASE,SH,CARB,POR,PERM,SXO,SW,SOG,LAYER,RESULT,LOG_ID_FROM_FILENAME,CGR,interpretation_status,vsh_Linear,vsh_Larionov_Optimized,vsh_Clavier,vsh_Neutron_Density,vsh_final,sh_frac,abs_diff
1882.3,44.901,2.002,75.913,21.167,247.974,2.296,17.629,59.649,106.408,0.004,0.218,101.306,21.59,,9.768,0.0,20.01,29.72,75.23,75.23,24.77,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.12417500000000002,0.06261593493181399,0.056608516093928474,0.0,0.12417500000000002,0.09768,0.02649500000000002
1882.4,44.535,2.013,75.928,21.134,245.506,2.295,17.207,62.207,108.108,0.004,0.212,80.957,21.59,,10.207,0.0,19.513,25.44,76.234,76.234,23.766,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.12112499999999997,0.06094531744574697,0.055082453624194505,0.0,0.12112499999999997,0.10207000000000001,0.01905499999999996
1882.5,43.87,2.032,75.938,21.135,243.157,2.31,16.791,62.239,105.618,0.004,0.23,64.006,21.59,,9.733,0.0,18.879,22.96,78.027,78.027,21.973,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.11558333333333332,0.05792792375588355,0.05232775516825283,0.0,0.11558333333333332,0.09733,0.018253333333333316
1882.6,43.582,2.059,75.94,21.171,241.608,2.331,16.53,60.586,100.637,0.004,0.266,56.966,21.59,,9.592,0.0,18.392,20.759,82.482,82.482,17.518,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.11318333333333334,0.056628319057701194,0.051141950806895986,0.0,0.11318333333333334,0.09592,0.01726333333333334
1882.7,43.353,2.093,75.931,21.236,241.532,2.352,16.546,61.281,100.095,0.005,0.309,63.465,21.59,,9.478,0.0,18.257,20.293,83.824,83.824,16.176,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.11127500000000001,0.055598034344529625,0.050202171666176465,0.0,0.11127500000000001,0.09478,0.01649500000000001
1882.8,43.795,2.12,75.921,21.289,243.108,2.371,16.938,71.315,114.361,0.005,0.337,80.862,21.59,,9.527,0.0,18.436,21.098,80.603,80.603,19.397,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.11495833333333334,0.057589068528405805,0.052018533195668626,0.0015979899497488772,0.11495833333333334,0.09527,0.01968833333333335
1882.9,43.535,2.135,75.915,21.305,245.243,2.384,17.595,77.559,122.061,0.005,0.335,96.649,21.59,,9.622,0.0,18.856,23.131,74.637,74.637,25.363,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.11279166666666664,0.056416640887610926,0.050948846579578655,0.07806581059390041,0.11279166666666664,0.09622,0.016571666666666637
1883.0,43.587,2.132,75.911,21.3,247.342,2.381,18.046,76.462,118.584,0.005,0.306,107.8,21.59,,9.397,0.0,19.409,26.768,71.011,71.011,28.989,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.11322500000000003,0.0566508447765867,0.05116250061596417,0.09322204213938365,0.11322500000000003,0.09397,0.019255000000000036
1883.1,44.13,2.107,75.9,21.281,248.824,2.37,18.189,70.708,108.716,0.005,0.259,111.908,21.59,,9.669,0.0,19.857,28.856,73.368,73.368,26.632,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.11775000000000002,0.05910489756710824,0.05340201096321029,0.06762521008403412,0.11775000000000002,0.09669,0.021060000000000023
1883.2,44.515,2.066,75.875,21.252,249.12,2.354,18.028,69.137,106.533,0.005,0.211,107.09,21.59,,9.871,0.0,20.022,29.359,74.342,74.342,25.658,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.12095833333333333,0.060854230257242715,0.054999265978718404,0.005193605683837113,0.12095833333333333,0.09871,0.02224833333333333
1883.3,47.519,2.035,75.83,21.246,248.059,2.336,17.669,74.36,116.61,0.005,0.206,87.581,21.59,,10.667,0.0,19.931,26.999,73.385,73.385,26.615,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.14599166666666666,0.07477408279775426,0.06773222174468096,0.0,0.14599166666666666,0.10667,0.03932166666666666
1883.4,51.608,2.025,75.783,21.246,246.554,2.321,17.467,76.32,123.277,0.005,0.226,66.542,21.59,,12.278,0.0,19.642,22.199,71.493,71.493,28.507,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.18006666666666665,0.09451483892772401,0.08584924427046703,0.0,0.18006666666666665,0.12278,0.05728666666666665
1883.5,54.278,2.044,75.743,21.265,245.141,2.321,17.408,74.768,124.964,0.005,0.256,53.319,21.59,,14.479,0.0,19.249,17.081,71.205,71.205,28.795,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.20231666666666664,0.10791747690261551,0.09818083634401598,0.0,0.20231666666666664,0.14479,0.05752666666666664
1883.6,54.533,2.095,75.716,21.301,244.367,2.331,17.359,72.301,125.321,0.005,0.286,53.077,21.59,,14.941,0.0,18.968,15.532,72.804,72.804,27.196,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.2044416666666667,0.10921926337052772,0.09937972285828445,0.0,0.2044416666666667,0.14941000000000002,0.05503166666666667
1883.7,52.854,2.174,75.706,21.342,244.798,2.347,17.228,74.328,133.142,0.005,0.307,66.944,21.59,,14.414,0.0,18.975,16.141,71.289,71.289,28.711,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.19044999999999998,0.10071797600281725,0.09155391837338844,0.0,0.19044999999999998,0.14414,0.04630999999999999
1883.8,50.718,2.243,75.709,21.364,246.661,2.367,16.958,78.886,145.857,0.005,0.31,85.951,21.59,,13.454,0.0,19.249,18.502,67.777,67.777,32.223,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.17265000000000003,0.09013837682452563,0.08182758103470311,0.0,0.17265000000000003,0.13454,0.03811000000000003
1883.9,49.165,2.287,75.722,21.38,249.016,2.384,16.902,75.871,143.54,0.004,0.297,100.834,21.59,,12.492,0.0,19.732,22.14,64.389,64.389,35.611,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.1597083333333333,0.08260863537694996,0.07491490019838576,0.04135794542536112,0.1597083333333333,0.12492,0.03478833333333331
1884.0,47.163,2.298,75.746,21.381,251.265,2.388,17.191,68.961,132.579,0.004,0.273,111.314,21.59,,11.833,0.0,20.332,26.506,64.247,64.247,35.753,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.14302499999999999,0.07309911699003242,0.06619803850803252,0.06862599049128347,0.14302499999999999,0.11833,0.02469499999999998
1884.1,44.646,2.268,75.783,21.359,252.766,2.38,17.677,61.814,119.932,0.004,0.244,116.333,21.59,,10.579,0.0,20.805,32.798,66.55,66.55,33.45,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.12205,0.061451234050503345,0.05554452857488412,0.0704731707317071,0.12205,0.10579000000000001,0.016259999999999997
1884.2,42.526,2.194,75.839,21.314,252.829,2.364,18.154,58.071,113.098,0.004,0.216,113.967,21.59,,9.537,0.0,20.934,36.951,68.593,68.593,31.407,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.10438333333333336,0.05189992503192076,0.04683108756075516,0.04645283018867911,0.10438333333333336,0.09537000000000001,0.009013333333333345
1884.3,40.421,2.117,75.918,21.28,251.069,2.341,18.357,57.63,112.139,0.004,0.212,95.609,21.59,,8.582,0.0,20.732,38.8,70.382,70.382,29.618,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.08684166666666666,0.04264484416009395,0.03841034199257787,0.0,0.08684166666666666,0.08582000000000001,0.0010216666666666568
1884.4,39.211,2.05,76.014,21.296,248.559,2.315,17.693,56.606,109.771,0.004,0.23,76.218,21.59,,7.778,0.0,20.253,38.067,72.393,72.393,27.607,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.07675833333333332,0.037425807236845854,0.033672753749365514,0.0,0.07675833333333332,0.07778,0.0010216666666666846
1884.5,38.454,2.001,76.121,21.357,245.965,2.297,16.477,55.108,106.264,0.004,0.261,65.978,21.59,,7.381,0.0,19.595,34.36,75.57,75.57,24.43,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.07045,0.03419757817186945,0.030746634719582167,0.0,0.07045,0.07381,0.003360000000000002
1884.6,38.493,1.978,76.23,21.444,243.976,2.289,15.438,53.563,102.526,0.004,0.294,69.451,21.59,,7.12,0.0,19.015,31.027,79.282,79.282,20.718,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.07077500000000002,0.034363204940080085,0.03089667804087104,0.0,0.07077500000000002,0.0712,0.00042499999999998095
1884.7,40.456,1.984,76.329,21.519,243.316,2.294,14.903,52.72,100.108,0.004,0.32,85.726,21.59,,7.697,0.0,18.752,27.466,81.408,81.408,18.592,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.08713333333333335,0.04279689635608075,0.03854849136197913,0.0,0.08713333333333335,0.07697,0.010163333333333358
1884.8,42.213,1.999,76.402,21.547,244.317,2.31,14.799,52.446,98.947,0.004,0.312,106.095,21.59,,8.518,0.0,18.793,25.348,81.969,81.969,18.031,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.101775,0.05050946864195952,0.04556449222854253,0.0,0.101775,0.08518,0.016595
1884.9,43.05,2.02,76.458,21.56,245.914,2.334,15.353,53.234,99.779,0.004,0.287,126.737,21.59,,9.168,0.0,19.079,25.387,81.05,81.05,18.95,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.10874999999999997,0.054239001568040734,0.048962920616256955,0.0,0.10874999999999997,0.09168,0.017069999999999974
1885.0,42.3,2.044,76.502,21.532,247.49,2.358,15.964,56.121,104.294,0.003,0.252,151.123,21.59,,9.408,0.0,19.506,27.335,78.802,78.802,21.198,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.10249999999999998,0.05089544893295472,0.04591603901132024,0.0,0.10249999999999998,0.09408,0.008419999999999983
1885.1,40.228,2.07,76.536,21.44,248.456,2.372,16.414,60.63,111.456,0.003,0.215,181.059,21.59,,8.497,0.0,19.83,32.274,74.9,74.9,25.1,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.08523333333333334,0.04180748824715649,0.03764967223445281,0.0,0.08523333333333334,0.08497,0.00026333333333333764
1885.2,38.016,2.092,76.555,21.271,248.247,2.376,16.561,64.781,117.517,0.003,0.181,216.596,21.59,,7.544,0.0,19.874,36.02,72.587,72.587,27.413,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.06679999999999998,0.03234257824573058,0.029066799659543507,0.0,0.06679999999999998,0.07544,0.008640000000000009
1885.3,38.557,2.101,76.542,21.166,246.85,2.368,16.343,63.119,112.961,0.003,0.182,221.78,21.59,,7.177,0.0,19.682,35.906,73.001,73.001,26.999,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.07130833333333335,0.03463516447200828,0.03114306936437594,0.0,0.07130833333333335,0.07177,0.0004616666666666519
1885.4,39.363,2.093,76.514,21.151,245.254,2.353,15.782,60.573,107.377,0.004,0.208,187.018,21.59,,7.45,0.0,19.334,32.203,75.856,75.856,24.144,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.078025,0.038077422165956776,0.03426379658272416,0.0,0.078025,0.0745,0.0035250000000000004
1885.5,39.015,2.071,76.49,21.179,243.991,2.336,15.206,60.354,106.388,0.004,0.244,138.633,21.59,,7.841,0.0,18.938,28.12,79.447,79.447,20.553,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.07512500000000001,0.03658725415528571,0.032912349522377315,0.0,0.07512500000000001,0.07841000000000001,0.0032849999999999963
1885.6,37.512,2.041,76.486,21.208,243.53,2.327,14.724,63.347,111.554,0.004,0.278,99.312,21.59,,7.151,0.0,18.731,28.926,78.787,78.787,21.213,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.0626,0.030219639872183828,0.02714578041002036,0.0,0.0626,0.07151,0.008910000000000001
1885.7,36.263,2.028,76.511,21.202,244.283,2.326,14.428,68.138,120.434,0.004,0.299,88.231,21.59,,6.579,0.0,18.814,31.579,75.893,75.893,24.107,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.05219166666666665,0.025011592850575932,0.022439957379402076,0.0,0.05219166666666665,0.06579,0.013598333333333351
1885.8,35.856,2.035,76.53,21.194,246.097,2.335,14.389,66.069,118.17,0.004,0.288,100.637,21.59,,6.227,0.0,19.12,35.368,73.66,73.66,26.34,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.04880000000000002,0.023330664174405696,0.020923301334927036,0.0,0.04880000000000002,0.062270000000000006,0.013469999999999989
1885.9,35.175,2.053,76.514,21.175,248.059,2.351,14.796,62.133,112.789,0.004,0.265,109.077,21.59,,6.017,0.0,19.564,40.163,73.152,73.152,26.848,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.043124999999999976,0.020535718504418526,0.018403962190978396,0.0,0.043124999999999976,0.06017,0.017045000000000025
1886.0,34.553,2.074,76.463,21.139,249.716,2.368,15.258,59.412,109.821,0.004,0.237,112.476,21.59,,5.694,0.0,20.043,46.411,73.594,73.594,26.406,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.037941666666666644,0.018002061781938083,0.016122897418810345,0.0,0.037941666666666644,0.05694,0.018998333333333353
1886.1,34.543,2.087,76.381,21.092,250.675,2.379,15.656,59.215,111.691,0.003,0.212,109.292,21.59,,5.498,0.0,20.355,51.002,72.405,72.405,27.595,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.03785833333333333,0.017961476269868475,0.01608637990823425,0.0,0.03785833333333333,0.05498,0.017121666666666674
1886.2,35.922,2.077,76.28,21.056,250.592,2.382,15.995,61.103,117.763,0.003,0.198,97.465,21.59,,5.881,0.0,20.418,49.265,70.73,70.73,29.27,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.04934999999999998,0.02360271058244427,0.02116868700277097,0.0,0.04934999999999998,0.05881,0.009460000000000024
1886.3,37.885,2.062,76.182,21.092,249.571,2.376,16.406,61.076,119.725,0.003,0.211,78.288,21.59,,6.587,0.0,20.286,44.074,69.909,69.909,30.091,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.06570833333333331,0.031789593341169965,0.028566259684851047,0.0,0.06570833333333331,0.06587,0.00016166666666668494
1886.4,38.598,2.048,76.097,21.152,248.372,2.362,16.468,59.99,118.591,0.003,0.237,67.322,21.59,,7.248,0.0,20.029,38.424,70.463,70.463,29.537,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.07164999999999999,0.0348094942444197,0.03130102250286004,0.0,0.07164999999999999,0.07248,0.0008300000000000113
1886.5,38.275,2.038,76.026,21.208,247.373,2.341,16.39,59.78,117.981,0.002,0.266,69.095,21.59,,7.376,0.0,19.729,35.423,72.098,72.098,27.902,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.06895833333333332,0.03343835028030373,0.030058958646377087,0.0,0.06895833333333332,0.07376,0.00480166666666669
1886.6,37.233,2.032,75.967,21.241,246.905,2.321,16.166,61.302,119.542,0.002,0.29,83.33,21.59,,6.97,0.0,19.552,35.649,72.411,72.411,27.589,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.060274999999999974,0.029049746156931233,0.026087838512725225,0.0,0.060274999999999974,0.0697,0.009425000000000024
1886.7,35.892,2.025,75.916,21.237,247.262,2.307,15.807,64.345,122.966,0.002,0.302,105.06,21.59,,6.441,0.0,19.572,38.173,71.508,71.508,28.492,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.049100000000000026,0.023479027410102587,0.02105712128137016,0.0,0.049100000000000026,0.06441,0.01530999999999997
1886.8,37.359,2.019,75.868,21.226,248.351,2.299,15.346,66.287,123.27,0.002,0.293,129.912,21.59,,6.468,0.0,19.744,39.493,70.385,70.385,29.615,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.06132500000000001,0.029577618352152484,0.026565135903102943,0.0,0.06132500000000001,0.06468,0.00335499999999999
1886.9,38.667,2.011,75.82,21.202,249.533,2.296,15.171,67.029,121.531,0.002,0.275,161.29,21.59,,7.071,0.0,20.011,39.028,69.626,69.626,30.374,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.07222500000000001,0.03510306497174098,0.03156703779414616,0.0,0.07222500000000001,0.07071,0.0015150000000000163
1887.0,38.934,1.999,75.769,21.161,250.479,2.301,15.318,68.389,121.252,0.001,0.25,195.435,21.59,,7.614,0.0,20.3,39.117,69.4,69.4,30.6,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.07444999999999997,0.0362412633542164,0.0325986693360234,0.0,0.07444999999999997,0.07614,0.0016900000000000248
1887.1,38.481,1.986,75.708,21.106,250.904,2.314,15.74,71.069,123.746,0.002,0.225,222.749,21.59,,7.303,0.0,20.462,41.962,68.367,68.367,31.633,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.07067500000000002,0.03431223490937385,0.030850502688569925,0.0,0.07067500000000002,0.07303,0.002354999999999982
1887.2,38.82,1.982,75.63,21.054,250.561,2.331,16.331,74.662,128.151,0.002,0.212,227.685,21.59,,7.335,0.0,20.442,41.607,67.402,67.402,32.598,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.0735,0.03575486149476167,0.0321577562611024,0.0,0.0735,0.07335,0.00014999999999999736
1887.3,39.868,1.985,75.535,21.015,249.548,2.35,16.921,73.398,124.672,0.002,0.255,162.507,21.59,,7.638,0.0,20.28,38.934,67.775,67.775,32.225,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.08223333333333335,0.040250561213249623,0.0362358904513469,0.0,0.08223333333333335,0.07638,0.005853333333333349
1887.4,39.924,1.992,75.442,20.994,248.408,2.365,17.062,70.434,118.551,0.003,0.311,105.757,21.59,,7.951,0.0,20.028,35.561,69.796,69.796,30.204,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.0827,0.04049232478942385,0.03645537781519059,0.0,0.0827,0.07951,0.0031899999999999984
1887.5,39.34,2.001,75.36,20.988,247.377,2.368,16.804,68.883,114.81,0.003,0.352,74.935,21.59,,7.83,0.0,19.747,33.843,72.806,72.806,27.194,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.07783333333333337,0.03797874905367545,0.034174287161002015,0.0,0.07783333333333337,0.0783,0.00046666666666662915
1887.6,38.406,2.011,75.295,21.001,246.622,2.362,16.25,70.497,115.99,0.003,0.362,73.062,21.59,,7.441,0.0,19.536,33.681,73.692,73.692,26.308,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.07004999999999999,0.03399383225539047,0.030562071384503176,0.0,0.07004999999999999,0.07441,0.004360000000000017
1887.7,37.342,2.016,75.252,21.055,246.255,2.351,15.552,75.687,122.19,0.003,0.337,89.096,21.59,,7.0,0.0,19.418,34.478,72.7,72.7,27.3,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.061183333333333326,0.029506352651207008,0.026500692245271518,0.0,0.061183333333333326,0.07,0.008816666666666681
1887.8,36.664,2.016,75.217,21.142,246.068,2.336,14.913,77.471,121.241,0.004,0.279,99.282,21.59,,6.627,0.0,19.352,35.464,72.109,72.109,27.891,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.055533333333333344,0.026675488833265648,0.023942309399159756,0.0,0.055533333333333344,0.06627,0.010736666666666651
1887.9,37.13,2.013,75.18,21.194,245.725,2.323,14.781,74.986,113.239,0.004,0.224,107.477,21.59,,6.501,0.0,19.295,35.551,73.369,73.369,26.631,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.05941666666666669,0.028618802008361827,0.02569825706687845,0.0,0.05941666666666669,0.06501,0.005593333333333311
1888.0,38.979,2.011,75.138,21.206,245.085,2.321,15.016,70.74,102.86,0.004,0.177,108.69,21.59,,6.862,0.0,19.201,33.326,77.1,77.1,22.9,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.07482499999999999,0.03643344049480494,0.03277289508147696,0.0,0.07482499999999999,0.06862,0.006204999999999988
1888.1,40.122,2.012,75.094,21.194,244.049,2.328,15.491,66.14,92.757,0.004,0.149,100.024,21.59,,8.107,0.0,18.989,27.834,82.057,82.057,17.943,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.08435,0.04134838695147421,0.03723270494635966,0.0,0.08435,0.08106999999999999,0.003280000000000005
1888.2,36.154,2.024,75.048,21.191,242.568,2.348,16.061,61.498,83.593,0.004,0.15,80.603,21.59,,7.127,0.0,18.672,28.784,87.8,87.8,12.2,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.05128333333333336,0.024560642673936945,0.022032970212002123,0.0,0.05128333333333336,0.07127,0.01998666666666664
1888.3,33.038,2.037,75.004,21.246,240.862,2.376,16.572,57.044,76.266,0.004,0.197,59.218,21.59,,5.622,0.0,18.292,31.46,93.985,93.985,6.015,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.02531666666666664,0.011906499296054621,0.010646356426353254,0.0,0.02531666666666664,0.05622,0.03090333333333336
1888.4,31.026,2.041,74.957,21.303,239.282,2.395,16.594,56.237,74.789,0.004,0.251,56.106,21.59,,4.49,0.0,17.895,33.201,98.988,98.988,1.012,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.008549999999999999,0.003974446592355907,0.003545786795293493,0.058297674418604964,0.008549999999999999,0.0449,0.03635000000000001
1888.5,30.502,2.031,74.901,21.345,238.017,2.397,16.203,59.971,80.162,0.004,0.298,66.955,21.59,,3.833,0.0,17.529,33.401,99.9,99.9,0.1,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.0041833333333333245,0.0019387266958992289,0.0017285749752615764,0.04422033898305054,0.0041833333333333245,0.03833,0.03414666666666668
1888.6,31.949,2.004,74.831,21.366,237.24,2.391,15.532,67.357,91.211,0.004,0.33,85.687,21.59,,4.068,0.0,17.291,30.391,95.599,95.599,4.401,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.01624166666666668,0.007590374387898151,0.0067788464200679854,0.0,0.01624166666666668,0.040679999999999994,0.024438333333333315
1888.7,35.961,1.966,74.741,21.378,237.115,2.38,14.761,75.756,104.632,0.004,0.344,104.529,21.59,,5.362,0.0,17.21,25.195,89.858,89.858,10.142,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.04967499999999999,0.02376356280347121,0.021313789186615084,0.0,0.04967499999999999,0.05362,0.003945000000000011
1888.8,39.351,1.929,74.632,21.436,237.583,2.367,14.115,73.511,104.19,0.004,0.326,115.526,21.59,,6.916,0.0,17.251,20.822,86.583,86.583,13.417,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.077925,0.03802593727109945,0.034217092663332505,0.0,0.077925,0.06916,0.008764999999999995
1888.9,40.978,1.902,74.522,21.54,238.163,2.354,14.041,69.911,101.47,0.004,0.296,121.09,21.59,,8.127,0.0,17.371,18.659,86.538,86.538,13.462,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.09148333333333335,0.045071957595666845,0.04061633940322418,0.0,0.09148333333333335,0.08127000000000001,0.010213333333333338
1889.0,41.588,1.89,74.424,21.692,238.59,2.351,14.326,68.654,102.009,0.004,0.265,119.811,21.59,,8.587,0.0,17.518,18.465,87.351,87.351,12.649,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.09656666666666668,0.04774799623713477,0.04305053017433402,0.0,0.09656666666666668,0.08587,0.010696666666666674
1889.1,41.365,1.899,74.35,21.872,238.619,2.355,14.887,70.734,107.428,0.004,0.244,110.4,21.59,,8.67,0.0,17.575,18.571,85.182,85.182,14.818,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.09470833333333335,0.04676751914445676,0.04215843189689705,0.0,0.09470833333333335,0.0867,0.008008333333333353
1889.2,39.919,1.949,74.311,22.045,238.027,2.364,15.605,74.47,115.472,0.004,0.245,91.645,21.59,,8.21,0.0,17.483,19.039,82.819,82.819,17.181,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.0826583333333333,0.04047073239629687,0.03643577422935396,0.0,0.0826583333333333,0.0821,0.0005583333333332996
1889.3,38.725,2.016,74.295,22.032,236.957,2.378,16.324,74.622,117.233,0.004,0.265,69.923,21.59,,7.628,0.0,17.285,19.256,81.853,81.853,18.147,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.07270833333333335,0.03535001565854593,0.031790830981551554,0.0,0.07270833333333335,0.07628,0.0035716666666666536
1889.4,37.068,2.088,74.281,21.851,235.979,2.393,16.509,74.57,117.818,0.004,0.286,64.594,21.59,,7.044,0.0,17.037,19.297,82.46,82.46,17.54,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.05889999999999998,0.028359645857827836,0.025464007553137158,0.04804524180967204,0.05889999999999998,0.07044,0.011540000000000022
1889.5,36.237,2.152,74.269,21.636,235.389,2.403,16.214,76.372,120.66,0.004,0.303,71.131,21.59,,6.271,0.0,16.811,19.921,83.407,83.407,16.593,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.051975000000000014,0.024903975177667775,0.022342824241198045,0.06212102874432697,0.051975000000000014,0.06271,0.010734999999999988
1889.6,36.552,2.195,74.258,21.471,235.406,2.406,15.555,79.532,125.271,0.004,0.31,83.811,21.59,,6.332,0.0,16.755,19.486,81.788,81.788,18.212,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.054599999999999996,0.02620998373073924,0.023521893969384422,0.0379535232383814,0.054599999999999996,0.06332,0.008720000000000006
1889.7,37.376,2.188,74.253,21.389,236.178,2.4,14.704,81.019,127.263,0.004,0.305,95.783,21.59,,6.611,0.0,16.879,19.47,80.296,80.296,19.704,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.06146666666666665,0.029648898050464556,0.02662959403616938,0.0,0.06146666666666665,0.06611,0.0046433333333333535
1889.8,37.002,2.156,74.262,21.39,237.339,2.388,13.887,76.606,120.587,0.003,0.29,99.38,21.59,,6.706,0.0,17.11,20.461,80.069,80.069,19.931,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.05835000000000002,0.028083973850254,0.025214856317384182,0.0,0.05835000000000002,0.06706000000000001,0.008709999999999989
1889.9,35.704,2.111,74.275,21.396,238.321,2.371,13.559,73.994,117.172,0.003,0.285,95.76,21.59,,6.417,0.0,17.372,22.681,80.781,80.781,19.219,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.04753333333333334,0.02270492142998785,0.020358992059447356,0.0,0.04753333333333334,0.06417,0.016636666666666668
1890.0,34.392,2.062,74.282,21.41,238.939,2.358,13.654,75.714,120.957,0.003,0.291,85.444,21.59,,5.742,0.0,17.592,25.985,80.648,80.648,19.352,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.03660000000000003,0.017349204620874453,0.015535562856846763,0.0,0.03660000000000003,0.05742,0.02081999999999997
1890.1,33.775,2.02,74.268,21.431,239.139,2.352,14.1,81.697,131.791,0.003,0.305,70.428,21.59,,5.319,0.0,17.667,28.001,77.15,77.15,22.85,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,,Success,0.031458333333333324,0.014858474693029663,0.013296497129023477,0.0,0.031458333333333324,0.05319,0.021731666666666677
